Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations 1,geo_latitude,geo_longitude,geo_accuracy,Affiliations 2,Coordinates 2,Affiliations 3,Coordinates 3,Affiliations 4,Coordinates 4,Affiliations 5,Coordinates 5,Affiliation 6,Coordinates 6,Affiliation 7,Coordinates 7,Affiliation 8,Coordinates 8,Affiliation 9,Coordinates 9,Affiliation 10,Coordinates 10,Affiliation 11,Coordinates 11,Affiliation 12,Coordinates 12,Affiliation 13,Coordinates 13,Affiliation 14,Coordinates 14,Affiliation 15,Coordinates 15,Affiliation 16,Coordinates 16,Affiliation 17,Coordinates 17,Lat,Lng
"Muñoz A.G.B., de Souza J.E.G.",The incredible and sad tale of sign language interpretation: A latin american perspective,2016,Change and Promise: Bilingual Deaf Education and Deaf Culture in Latin America,,,,89,105,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012829439&partnerID=40&md5=988ee82946ff1b66946776942c4084a6,"Open and Distance National University (UNAD), Bogotá, Colombia",,,,"Federal University of Santa Catarina, Florianopolis, SC, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rakhmawati S.S.,The role of moving images in the conference interpreting classroom,2016,Indonesian Journal of Applied Linguistics,5,2,,262,271,,,10.17509/ijal.v5i2.1350,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962157724&doi=10.17509%2fijal.v5i2.1350&partnerID=40&md5=cbb0c430b0729fb42dd3a0d614539d3e,"Universitas Pendidikan Indonesia, Indonesia",-6.861294,107.5929502,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Han C.,A survey to profile conference interpreting practice in China,2016,Interpreting,18,2,,259,272,,,10.1075/intp.18.2.05han,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992746993&doi=10.1075%2fintp.18.2.05han&partnerID=40&md5=86a6bcf5a1890c40cc486698e06efd8f,"College of International Studies, Southwest University, 2 Tiansheng Road, Beibei Chongqing, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hale S.B., Napier J.","""We're just kind of there"" Working conditions and perceptions of appreciation and status in court interpreting",2016,Target,28,3,,351,371,,,10.1075/target.28.3.01hal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988693966&doi=10.1075%2ftarget.28.3.01hal&partnerID=40&md5=005692a0a7d94094e0194bc5891c18df,"School of Languages and Linguistics, University of New South Wales, Sydney, NSW, Australia",-33.917347,151.2312675,APPROXIMATE,"School of Management and Languages, Department of Languages and Inter Studies, Heriot-Watt University, Edinburgh, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marszalenko J.E.,"Conduits, communication facilitators, and referees: Revisiting the role of the court interpreter in the Japanese context",2016,SKASE Journal of Translation and Interpretation,10,2,,29,43,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997693804&partnerID=40&md5=b4d859c890f814f00b6964d0d8e660b6,"Nagoya University of Foreign Studies, Japan",35.1586428,137.0421818,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambos K.,The German Rwabukombe case: The federal court's interpretation of co-perpetration and the genocidal intent to destroy,2016,Journal of International Criminal Justice,14,5,,1221,1234,,,10.1093/jicj/mqw056,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014733717&doi=10.1093%2fjicj%2fmqw056&partnerID=40&md5=8d20eacd2bb7e7db6ad0c6a834c2a2a7,"Georg-August Universität Göttingen, Germany",51.5408116,9.9374004,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pan J.,Linking classroom exercises to real-life practice: A case of situated simultaneous interpreting learning,2016,Interpreter and Translator Trainer,10,1,,107,132,,,10.1080/1750399X.2016.1154346,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975231594&doi=10.1080%2f1750399X.2016.1154346&partnerID=40&md5=25f3e47a52a3ad4287f875e684365cc1,"Department of English Language and Literature, Hong Kong Baptist University, Hong Kong, Hong Kong",22.3380838,114.1818597,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaczmarek ?.,Towards a broader approach to the community interpreter's role: On correspondence between role perceptions and interactional goals,2016,Interpreting,18,1,,57,88,,,10.1075/intp.18.1.03kac,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969749514&doi=10.1075%2fintp.18.1.03kac&partnerID=40&md5=de64aacf1b98b5b7fae198113bec27e5,"Faculty of Social Sciences and Humanities, 09 Tower Building, London Metropolitan University, 166-220 Holloway Road, London, United Kingdom",51.5521369,-0.1108369,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wang J.,The relationship between working memory capacity and simultaneous interpreting performance: A mixed methods study on professional Auslan/English interpreters,2016,Interpreting,18,1,,1,33,,,10.1075/intp.18.1.01wan,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969895345&doi=10.1075%2fintp.18.1.01wan&partnerID=40&md5=5548e777bdd42fb6385115ec01e0e50e,"School of Languages and Cultures, University of QueenslandQLD, Australia",-27.4954306,153.0120301,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayupova R.,Teaching oral consecutive interpretation,2016,International Journal of Applied Linguistics and English Literature,5,7 Special Issue,,163,167,,,10.7575/aiac.ijalel.v.5n.7p.163,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994591103&doi=10.7575%2faiac.ijalel.v.5n.7p.163&partnerID=40&md5=35c0ffabc62be783a9ce031daa9dc9e0,"Kazan Federal University, Russian Federation",55.790447,49.1214348,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Campos P.P., Salinas M.-J.V.",La necesidad de una técnica de toma de notas en interpretación consecutiva: una experiencia,2016,Hermes (Denmark),,55,,171,192,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994700557&partnerID=40&md5=4613f2977dd769223225414b86dbf415,"Universidad de la Laguna, Facultad de Humanidades, Spain",28.4690441,-16.3046551,APPROXIMATE,"Universidad de Málaga, Facultad de Filosofía y Letras, Departamento de Traducción e Interpretación, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Magnifico C., Defrancq B.",Impoliteness in interpreting: A question of gender?,2016,Translation and Interpreting,8,2,,26,45,,,10.12807/ti.108202.2016.a03,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978646004&doi=10.12807%2fti.108202.2016.a03&partnerID=40&md5=b72a44388bae61146aca9783207c6998,"EQTIS, Ghent University, Belgium",51.0465619,3.7279181,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tagert J.S.,To Erie or not to Erie: Do federal courts follow state statutory interpretation methodologies?,2016,Duke Law Journal,66,1,,211,257,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996600299&partnerID=40&md5=41db0cbcc684cb2ea4f8e341604e8c17,"Duke University School of Law, United States",35.9999602,-78.9448866,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomozeiu D.,Defining 'community' for community translation,2016,New Voices in Translation Studies,14,,,190,209,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998977769&partnerID=40&md5=f76e045460a3524523c8f91c11ae2d74,"University of Westminster, United Kingdom",51.5169302,-0.1429409,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baxter R.N.,A discussion of chuchotage and boothless simultaneous as marginal and unorthodox interpreting modes,2016,Translator,22,1,,59,71,,,10.1080/13556509.2015.1072614,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963753363&doi=10.1080%2f13556509.2015.1072614&partnerID=40&md5=142fbb778d76df3ab8ee6dc4dc6788d3,"Faculdade de Filoloxía e Tradución, Departamento de Tradución e Lingüística, Universidade de Vigo, Despacho C38, Campus Universitario, Vigo, Galiza, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
van Wolferen M.,"The limits to the CJEU's interpretation of locus standi, a theoretical framework",2016,Journal of Contemporary European Research,12,4,,914,930,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010756894&partnerID=40&md5=2bea0e7b963e1866664f7fc83c7b655e,"Faculty of Law, University of Groningen, P.O. Box 72, Groningen, Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serrano M.S.C.,"Translation policies and community translation: The U.S., a case study",2016,New Voices in Translation Studies,14,,,122,163,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999009619&partnerID=40&md5=cc255456ea5fec6cd99210dc6a15767e,"Middlebury Institute of International Studies at Monterey, United States",36.5993006,-121.8970109,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chouc F., Conde J.M.",Enhancing the learning experience of interpreting students outside the classroom. A study of the benefits of situated learning at the Scottish Parliament,2016,Interpreter and Translator Trainer,10,1,,92,106,,,10.1080/1750399X.2016.1154345,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975317267&doi=10.1080%2f1750399X.2016.1154345&partnerID=40&md5=ff5012925765df2a780feffb9cf57ecc,"Heriot-Watt University, School of Management and Languages, Edinburgh, United Kingdom",55.909403,-3.3206991,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCartney J.L.,Is grit the 'X-factor' for interpreters leaving the profession?,2016,Translation and Interpreting,8,1,,30,51,,1,10.12807/ti.108201.2016.a03,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962863076&doi=10.12807%2fti.108201.2016.a03&partnerID=40&md5=2938571d69ae2e2a8cc63c909099e172,"Kent State University, United States",41.1490629,-81.3414649,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Swabey L., Nicodemus B., Taylor M.M., Gile D.",Lexical decisions and related cognitive issues in spoken and signed language interpreting: A case study of Obama's inaugural address,2016,Interpreting,18,1,,34,56,,,10.1075/intp.18.1.02swa,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969888651&doi=10.1075%2fintp.18.1.02swa&partnerID=40&md5=ee5572ea42584170258b00605666e222,"St. Catherine University, Interpreting Department, 2004 Randolph Avenue, #4280, St. Paul, MN, United States",44.925308,-93.182822,APPROXIMATE,"Center for the Advancement of Interpreting and Translation Research, Gallaudet University, United States",,"Interpreting Consolidated, United States",,"Université Sorbonne Nouvelle, Paris 3, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bond N., Ginsburgh V.",Language and emotion,2016,The Palgrave Handbook of Economics and Language,,,,231,260,,1,10.1007/978-1-137-32505-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978338346&doi=10.1007%2f978-1-137-32505-1&partnerID=40&md5=28a6acd8d7e5c1c1a211d86423920ff8,"University of Lyons, France",45.748149,4.860553,APPROXIMATE,"University of Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slade B.V.,Compensation for what? An analysis of the outcome in Arun property development (PTY) LTD V Cape Town City,2016,Potchefstroom Electronic Law Journal,19,,,,,25,1,10.17159/1727-3781/2016/v19i0a1156,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013884753&doi=10.17159%2f1727-3781%2f2016%2fv19i0a1156&partnerID=40&md5=a59e73d3c634265e758b1e3cea5abd4c,"Department of Public Law, Faculty of Law, University of Stellenbosch, South Africa",-33.9328078,18.864447,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motta M.,A blended learning environment based on the principles of deliberate practice for the acquisition of interpreting skills,2016,Interpreter and Translator Trainer,10,1,,133,149,,,10.1080/1750399X.2016.1154347,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975230918&doi=10.1080%2f1750399X.2016.1154347&partnerID=40&md5=0316ba33d7fe41152cc9819f6f0dedce,"Interpreting Department, Faculty of Translation and Interpreting, University of Geneva, Boulevard du Pont dArve 40, Genève 4, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilbert G.,UNHCR and courts: Amicus curiae.. sed curia amica est?,2016,International Journal of Refugee Law,28,4,,623,636,,,10.1093/ijrl/eew039,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014567047&doi=10.1093%2fijrl%2feew039&partnerID=40&md5=fd7199b0fa3e427f47139012cd37a0df,"International Human Rights and Humanitarian Law, University of Essex, United Kingdom",51.8777259,0.9472069,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zemljak Jontes M., Valh Lopert A.",Literacy in theory and practice – A fundamental objective of the Slovenian institutional education system [Alfabetismo in teoria e pratica – Obiettivo fondamentale del sistema educativo istituzionale in Slovenia] [Pismenost v teoriji in praksi – temeljni cilj Slovenskega institucionalnega izobra_evalnega sistema],2016,Annales-Anali za Istrske in Mediteranske Studije - Series Historia et Sociologia,26,1,,95,106,,,10.19233/ASHS.2016.9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006226032&doi=10.19233%2fASHS.2016.9&partnerID=40&md5=e8a648e3631de414c2779e1dc3e175fa,"University of Maribor, Faculty of Arts, Koro_ka cesta 160, Maribor, Slovenia",46.5591885,15.6433073,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hsieh E.,Bilingual health communication: Working with interpreters in cross-cultural care,2016,Bilingual Health Communication: Working with Interpreters in Cross-Cultural Care,,,,1,364,,1,10.4324/9781315658308,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966728264&doi=10.4324%2f9781315658308&partnerID=40&md5=abebbd54fa4f8f542c0ca32bef054800,"University of Oklahoma, United States",35.2058936,-97.4457137,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campbell M.O.,Interpreters of occupation: Gender and the politics of belonging in an Iraqi refugee network,2016,Interpreters of Occupation: Gender and the Politics of Belonging in an Iraqi Refugee Network,,,,1,240,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010943990&partnerID=40&md5=37bfb7f2761f4d1ebd707657e1170827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harcourt G.C., Kriesler P.",Micha? Kalecki and Rosa Luxemburg on Marx’s schemes of reproduction: Two incisive interpreters of capitalism,2016,"Post-Keynesian Essays from Down Under Volume I: Essays on Keynes, Harrod and Kalecki: Theory and Policy in an Historical Context",,,,254,264,,,10.1057/9781137475381,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978342885&doi=10.1057%2f9781137475381&partnerID=40&md5=28a8f8cc2765567863c10c22da9d2df9,"Worcester State University, Center for the Study of Human Rights, Faculty of Womens Studies and Global Studies, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taibi M., El-Madkouri Maataoui M.",Interpreting taboo: The case of arabic interpreters in spanish public services,2016,New Insights into Arabic Translation and Interpreting,,,,69,90,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978196247&partnerID=40&md5=8794749b8417e400132b30d6a4cd5ab0,"School of Economics, University of New South Wales, Australia",-33.9167956,151.2295532,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wu Z.,Towards understanding interpreter trainees' (de)motivation: An exploratory study,2016,Translation and Interpreting,8,2,,13,25,,,10.12807/ti.108202.2016.a02,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978664298&doi=10.12807%2fti.108202.2016.a02&partnerID=40&md5=c7f3f1e0312385ce9bf44ae818d6090e,"Western Sydney University, Australia",-33.8675149,151.2097472,APPROXIMATE,"Universidad Autónoma de Madrid, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gureeva A.A., Novikova E.Y., Mityagina V.A.",Guide-interpreter’s language identity as an excursion discourse factor,2016,XLinguae,9,2,,90,102,,,10.18355/XL.2016.09.02.90-102,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965027063&doi=10.18355%2fXL.2016.09.02.90-102&partnerID=40&md5=09b9c1eadfaa3b27d5f129bace69490f,"Guangdong University of Foreign Studies, China",23.2002509,113.2898677,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simon L., Hum L., Nalliah R.",Access to interpreter services at U.S. dental school clinics,2016,Journal of Dental Education,80,1,,51,57,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955476592&partnerID=40&md5=0e1ac89cffcb964e455fd9fb8141d4a3,"Department of Translation Theory and Practice, Institute of Philology and Intercultural Communication, Volgograd State University, Prospect Universitetsky, 100, Volgograd, Russian Federation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dubus N.,Interpreters' self-perceptions of their use of self when interpreting in health and behavioural health settings,2016,Refuge,32,3,,119,124,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006380384&partnerID=40&md5=2d1ce69c97e6e1b8885b71b637b09159,"Instructor in Oral Health Policy and Epidemiology, Harvard School of Dental Medicine, 188 Longwood Avenue, Boston, MA, United States",42.336063,-71.1020591,APPROXIMATE,"Department of Clinical Education, School of Dentistry, University of Michigan, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cano A.G.,Self-confidence development through the translator and interpreter’s profession module [Un revulsivo para la autoconfianza: “La profesión del traductor e intérprete”],2016,Opcion,32,Special Issue 12,,1029,1051,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013867508&partnerID=40&md5=1bb478703e369b5b1c51d8f5c190a626,"San Jose State University, United States",37.3351874,-121.8810715,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maddux L., Nicodemus B.","""the committee in my head"": Examining self-talk of American Sign Language-English interpreters",2016,Translation and Interpreting Studies,11,2,,177,201,,,10.1075/tis.11.2.03mad,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979681471&doi=10.1075%2ftis.11.2.03mad&partnerID=40&md5=ffa57fde6ebc6f60e78defbb317eb8c0,"University of Texas at Arlington, United States",32.7311482,-97.1140881,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stockall N., Cole C.V.",Working with interpreters in the evaluation of bilingual students: Issues and training suggestions,2016,International Journal of Assessment and Evaluation,23,4,,1,12,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013477862&partnerID=40&md5=31eee2e39d6e9d8d765a9de1a01b7b47,"Lamar University, Beaumont, TX, United States",30.040144,-94.075231,APPROXIMATE,"Department of Interpretation, Gallaudet University, 800 Florida Avenue, NE, Washington, DC, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arnaiz-Castro P., Díaz J.P.-L.",A Study on the correlation between anxiety and academic self-concept in interpreter trainees,2016,Circulo de Linguistica Aplicada a la Comunicacion,67,,,57,88,,,10.5209/CLAC.53477,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010211613&doi=10.5209%2fCLAC.53477&partnerID=40&md5=d8b23b2143d0bceb44e4a7297b574158,"Special Education, Sam Houston State University, Huntsville, TX, United States",30.7138158,-95.5468268,APPROXIMATE,"Language, Literacy and Special Populations, Sam Houston State University, Huntsville, TX, United States",,"Bilingual Educational Diagnostician Program, Sam Houston State University, Huntsville, TX, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
