Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations 1,geo_latitude,geo_longitude,geo_accuracy,Affiliations 2,Coordinates 2,Affiliations 3,Coordinates 3,Affiliations 4,Coordinates 4,Affiliations 5,Coordinates 5,Affiliation 6,Coordinates 6,Affiliation 7,Coordinates 7,Affiliation 8,Coordinates 8,Affiliation 9,Coordinates 9,Affiliation 10,Coordinates 10,Affiliation 11,Coordinates 11,Affiliation 12,Coordinates 12,Affiliation 13,Coordinates 13,Affiliation 14,Coordinates 14,Affiliation 15,Coordinates 15,Affiliation 16,Coordinates 16,Affiliation 17,Coordinates 17,Lat,Lng
Ayupova R.,Teaching oral consecutive interpretation,2016,International Journal of Applied Linguistics and English Literature,5,7 Special Issue,,163,167,,,10.7575/aiac.ijalel.v.5n.7p.163,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994591103&doi=10.7575%2faiac.ijalel.v.5n.7p.163&partnerID=40&md5=35c0ffabc62be783a9ce031daa9dc9e0,"Kazan Federal University, Russian Federation",55.790447,49.1214348,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Campos P.P., Salinas M.-J.V.",La necesidad de una tŽcnica de toma de notas en interpretaci—n consecutiva: una experiencia,2016,Hermes (Denmark),,55,,171,192,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994700557&partnerID=40&md5=4613f2977dd769223225414b86dbf415,"Universidad de la Laguna, Facultad de Humanidades, Spain",28.4690441,-16.3046551,APPROXIMATE,"Universidad de M‡laga, Facultad de Filosof’a y Letras, Departamento de Traducci—n e Interpretaci—n, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Magnifico C., Defrancq B.",Impoliteness in interpreting: A question of gender?,2016,Translation and Interpreting,8,2,,26,45,,,10.12807/ti.108202.2016.a03,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978646004&doi=10.12807%2fti.108202.2016.a03&partnerID=40&md5=b72a44388bae61146aca9783207c6998,"EQTIS, Ghent University, Belgium",51.0465619,3.7279181,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tagert J.S.,To Erie or not to Erie: Do federal courts follow state statutory interpretation methodologies?,2016,Duke Law Journal,66,1,,211,257,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996600299&partnerID=40&md5=41db0cbcc684cb2ea4f8e341604e8c17,"Duke University School of Law, United States",35.9999602,-78.9448866,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomozeiu D.,Defining 'community' for community translation,2016,New Voices in Translation Studies,14,,,190,209,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998977769&partnerID=40&md5=f76e045460a3524523c8f91c11ae2d74,"University of Westminster, United Kingdom",51.5169302,-0.1429409,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serrano M.S.C.,"Translation policies and community translation: The U.S., a case study",2016,New Voices in Translation Studies,14,,,122,163,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999009619&partnerID=40&md5=cc255456ea5fec6cd99210dc6a15767e,"Middlebury Institute of International Studies at Monterey, United States",36.5993006,-121.8970109,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chouc F., Conde J.M.",Enhancing the learning experience of interpreting students outside the classroom. A study of the benefits of situated learning at the Scottish Parliament,2016,Interpreter and Translator Trainer,10,1,,92,106,,,10.1080/1750399X.2016.1154345,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975317267&doi=10.1080%2f1750399X.2016.1154345&partnerID=40&md5=ff5012925765df2a780feffb9cf57ecc,"Heriot-Watt University, School of Management and Languages, Edinburgh, United Kingdom",55.909403,-3.3206991,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCartney J.L.,Is grit the 'X-factor' for interpreters leaving the profession?,2016,Translation and Interpreting,8,1,,30,51,,1,10.12807/ti.108201.2016.a03,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962863076&doi=10.12807%2fti.108201.2016.a03&partnerID=40&md5=2938571d69ae2e2a8cc63c909099e172,"Kent State University, United States",41.1490629,-81.3414649,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Swabey L., Nicodemus B., Taylor M.M., Gile D.",Lexical decisions and related cognitive issues in spoken and signed language interpreting: A case study of Obama's inaugural address,2016,Interpreting,18,1,,34,56,,,10.1075/intp.18.1.02swa,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969888651&doi=10.1075%2fintp.18.1.02swa&partnerID=40&md5=ee5572ea42584170258b00605666e222,"St. Catherine University, Interpreting Department, 2004 Randolph Avenue, #4280, St. Paul, MN, United States",44.925308,-93.182822,APPROXIMATE,"Center for the Advancement of Interpreting and Translation Research, Gallaudet University, United States",,"Interpreting Consolidated, United States",,"UniversitŽ Sorbonne Nouvelle, Paris 3, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bond N., Ginsburgh V.",Language and emotion,2016,The Palgrave Handbook of Economics and Language,,,,231,260,,1,10.1007/978-1-137-32505-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978338346&doi=10.1007%2f978-1-137-32505-1&partnerID=40&md5=28a6acd8d7e5c1c1a211d86423920ff8,"University of Lyons, France",45.748149,4.860553,APPROXIMATE,"University of Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slade B.V.,Compensation for what? An analysis of the outcome in Arun property development (PTY) LTD V Cape Town City,2016,Potchefstroom Electronic Law Journal,19,,,,,25,1,10.17159/1727-3781/2016/v19i0a1156,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013884753&doi=10.17159%2f1727-3781%2f2016%2fv19i0a1156&partnerID=40&md5=a59e73d3c634265e758b1e3cea5abd4c,"Department of Public Law, Faculty of Law, University of Stellenbosch, South Africa",-33.9328078,18.864447,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilbert G.,UNHCR and courts: Amicus curiae.. sed curia amica est?,2016,International Journal of Refugee Law,28,4,,623,636,,,10.1093/ijrl/eew039,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014567047&doi=10.1093%2fijrl%2feew039&partnerID=40&md5=fd7199b0fa3e427f47139012cd37a0df,"International Human Rights and Humanitarian Law, University of Essex, United Kingdom",51.8777259,0.9472069,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zemljak Jontes M., Valh Lopert A.",Literacy in theory and practice Ð A fundamental objective of the Slovenian institutional education system [Alfabetismo in teoria e pratica Ð Obiettivo fondamentale del sistema educativo istituzionale in Slovenia] [Pismenost v teoriji in praksi Ð temeljni cilj Slovenskega institucionalnega izobra_evalnega sistema],2016,Annales-Anali za Istrske in Mediteranske Studije - Series Historia et Sociologia,26,1,,95,106,,,10.19233/ASHS.2016.9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006226032&doi=10.19233%2fASHS.2016.9&partnerID=40&md5=e8a648e3631de414c2779e1dc3e175fa,"University of Maribor, Faculty of Arts, Koro_ka cesta 160, Maribor, Slovenia",46.5591885,15.6433073,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hsieh E.,Bilingual health communication: Working with interpreters in cross-cultural care,2016,Bilingual Health Communication: Working with Interpreters in Cross-Cultural Care,,,,1,364,,1,10.4324/9781315658308,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966728264&doi=10.4324%2f9781315658308&partnerID=40&md5=abebbd54fa4f8f542c0ca32bef054800,"University of Oklahoma, United States",35.2058936,-97.4457137,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taibi M., El-Madkouri Maataoui M.",Interpreting taboo: The case of arabic interpreters in spanish public services,2016,New Insights into Arabic Translation and Interpreting,,,,69,90,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978196247&partnerID=40&md5=8794749b8417e400132b30d6a4cd5ab0,"School of Economics, University of New South Wales, Australia",-33.9167956,151.2295532,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wu Z.,Towards understanding interpreter trainees' (de)motivation: An exploratory study,2016,Translation and Interpreting,8,2,,13,25,,,10.12807/ti.108202.2016.a02,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978664298&doi=10.12807%2fti.108202.2016.a02&partnerID=40&md5=c7f3f1e0312385ce9bf44ae818d6090e,"Western Sydney University, Australia",-33.8675149,151.2097472,APPROXIMATE,"Universidad Aut—noma de Madrid, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gureeva A.A., Novikova E.Y., Mityagina V.A.",Guide-interpreterÕs language identity as an excursion discourse factor,2016,XLinguae,9,2,,90,102,,,10.18355/XL.2016.09.02.90-102,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965027063&doi=10.18355%2fXL.2016.09.02.90-102&partnerID=40&md5=09b9c1eadfaa3b27d5f129bace69490f,"Guangdong University of Foreign Studies, China",23.2002509,113.2898677,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dubus N.,Interpreters' self-perceptions of their use of self when interpreting in health and behavioural health settings,2016,Refuge,32,3,,119,124,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006380384&partnerID=40&md5=2d1ce69c97e6e1b8885b71b637b09159,"Instructor in Oral Health Policy and Epidemiology, Harvard School of Dental Medicine, 188 Longwood Avenue, Boston, MA, United States",42.336063,-71.1020591,APPROXIMATE,"Department of Clinical Education, School of Dentistry, University of Michigan, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cano A.G.,Self-confidence development through the translator and interpreterÕs profession module [Un revulsivo para la autoconfianza: ÒLa profesi—n del traductor e intŽrpreteÓ],2016,Opcion,32,Special Issue 12,,1029,1051,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013867508&partnerID=40&md5=1bb478703e369b5b1c51d8f5c190a626,"San Jose State University, United States",37.3351874,-121.8810715,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maddux L., Nicodemus B.","""the committee in my head"": Examining self-talk of American Sign Language-English interpreters",2016,Translation and Interpreting Studies,11,2,,177,201,,,10.1075/tis.11.2.03mad,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979681471&doi=10.1075%2ftis.11.2.03mad&partnerID=40&md5=ffa57fde6ebc6f60e78defbb317eb8c0,"University of Texas at Arlington, United States",32.7311482,-97.1140881,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stockall N., Cole C.V.",Working with interpreters in the evaluation of bilingual students: Issues and training suggestions,2016,International Journal of Assessment and Evaluation,23,4,,1,12,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013477862&partnerID=40&md5=31eee2e39d6e9d8d765a9de1a01b7b47,"Lamar University, Beaumont, TX, United States",30.040144,-94.075231,APPROXIMATE,"Department of Interpretation, Gallaudet University, 800 Florida Avenue, NE, Washington, DC, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arnaiz-Castro P., D’az J.P.-L.",A Study on the correlation between anxiety and academic self-concept in interpreter trainees,2016,Circulo de Linguistica Aplicada a la Comunicacion,67,,,57,88,,,10.5209/CLAC.53477,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010211613&doi=10.5209%2fCLAC.53477&partnerID=40&md5=d8b23b2143d0bceb44e4a7297b574158,"Special Education, Sam Houston State University, Huntsville, TX, United States",30.7138158,-95.5468268,APPROXIMATE,"Language, Literacy and Special Populations, Sam Houston State University, Huntsville, TX, United States",,"Bilingual Educational Diagnostician Program, Sam Houston State University, Huntsville, TX, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheeler E.M.,Brokering communication in sacred spaces: Bilingual youth interpreters in religious settings,2016,Sociolinguistic Studies,10,3,,329,355,,,10.1558/sols.v10i3.28191,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010423783&doi=10.1558%2fsols.v10i3.28191&partnerID=40&md5=d82f2bd43aeb700dd34eecbae0d961ea,"Universidad de Las Palmas de Gran Canaria, Spain",28.0990178,-15.4203257,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystallidou D.,Investigating the interpreter's role(s): The A.R.T. framework,2016,Interpreting,18,2,,172,197,,,10.1075/intp.18.2.02kry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992690584&doi=10.1075%2fintp.18.2.02kry&partnerID=40&md5=5647d8460e8eb4d878101678e2573453,"New Mexico State University, United States",32.2787745,-106.7479059,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Han C., Slatyer H.",Test validation in interpreter certification performance testing: An argument-based approach,2016,Interpreting,18,2,,231,258,,,10.1075/intp.18.2.04han,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992725841&doi=10.1075%2fintp.18.2.04han&partnerID=40&md5=48dd543c6271359feeacf42422d8dfe7,"Ghent University, Department of Translation, Interpreting and Communication, Groot-Brittanni‘laan 45, Ghent, Belgium",51.0465619,3.7279181,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turner G.H., Merrison A.J.",Doing 'understanding' in dialogue interpreting: Advancing theory and method,2016,Interpreting,18,2,,137,171,,,10.1075/intp.18.2.01tur,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992692307&doi=10.1075%2fintp.18.2.01tur&partnerID=40&md5=56fdde152ec90ae6b73b9693131015fa,"Peace Research Institute, Oslo (PRIO), Norway",59.9153496,10.7589519,,"University of Oslo, Norway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.9153496,10.7589519
"van Zyl Z., Maslin K., Dean T., Blaauw R., Venter C.",The accuracy of dietary recall of infant feeding and food allergen data,2016,Journal of Human Nutrition and Dietetics,29,6,,777,785,,,10.1111/jhn.12384,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992751892&doi=10.1111%2fjhn.12384&partnerID=40&md5=b960659adc3ae0a95ee85129e8a8c15a,"Department of Psychological Science, University of Arkansas, 216 Memorial Hall, Fayetteville, AR, United States",36.0698655,-94.1714211,APPROXIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huang M., Chan K.S., Zanni J.M., Parry S.M., Neto S.-C.G.B., Neto J.A.A., Da Silva V.Z.M., Kho M.E., Needham D.M.","Functional Status Score for the ICU: An International Clinimetric Analysis of Validity, Responsiveness, and Minimal Important Difference",2016,Critical Care Medicine,44,12,,e1155,e1164,,,10.1097/CCM.0000000000001949,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980378575&doi=10.1097%2fCCM.0000000000001949&partnerID=40&md5=527d2643f5aa4d5b299915f089de2fc6,"Department of Family Social Science, University of Minnesota, United States",44.9850332,-93.1834196,APPROXIMATE,"Extension Center for Family Development, University of Minnesota, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gabriel P., Ezeaputa A., Liciu C., Grant S.",A pilot study of telephone-based interpretation in family physician offices in British Columbia,2016,British Columbia Medical Journal,58,8,,442,447,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989927667&partnerID=40&md5=4800e1b4bdfbe589adbfc938ec09077b,"Uppsala University, Department of Womens and Childrens Health, Uppsala, Sweden",59.8509005,17.6300093,APPROXIMATE,"VŠstmanland County Hospital, Centre for Clinical Research, VŠsterŒs, Sweden",,"Karolinska Institute, Department of Medicine, Solna, Centre for Pharmacoepidemiology (CPE), Stockholm, Sweden",,"VŠstmanland County Hospital, Department of Obstetrics and Gynecology, VŠsterŒs, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marshall L., Fischer A., Soeller A.N., Cordova R., Gutierrez Y.R., Alford L.",Creating a professional ladder for interpreters for improvement of care,2016,Joint Commission Journal on Quality and Patient Safety,42,10,,466,472,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994840415&partnerID=40&md5=622d603dbe8cea4283f0feac5782e476,"Massachusetts General Hospital, Boston, MA, United States",42.3631763,-71.0688305,APPROXIMATE,"University of Massachusetts, Boston, MA, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ratib O., Roduit N., Nidup D., De Geer G., Rosset A., Geissbuhler A.",PACS for Bhutan: a cost effective open source architecture for emerging countries,2016,Insights into Imaging,7,5,,747,753,,,10.1007/s13244-016-0512-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988424247&doi=10.1007%2fs13244-016-0512-7&partnerID=40&md5=8010260ba6afda7906ec1ac99badf2da,"Department of Family Practice, University of British Columbia, Canada",49.8725292,-119.4919327,APPROXIMATE,"New Westminster, Canada",,"University of Calgary, Canada",,"University of British Columbia, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmer S.,Broca pars triangularis constitutes a ÒhubÓ of the language-control network during simultaneous language translation,2016,Frontiers in Human Neuroscience,10,9/16/17,,,,,,10.3389/fnhum.2016.00491,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989344999&doi=10.3389%2ffnhum.2016.00491&partnerID=40&md5=29e61fbd5d6564900f5417031e8f3828,"School of Nursing, University of California (UCLA), Los Angeles, United States",34.066771,-118.441982,APPROXIMATE,"Tom‡s Rivera Policy Institute, California Food Policy Advocates, University of Southern California, Los Angeles, United States",,"University of Southern California, United States",,"Children's Hospital Los Angeles, Los Angeles, United States",,"Keck School of Medicine at University of Southern California, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soguero-Ruiz C., Hindberg K., Rojo-Alvarez J.L., Skrovseth S.O., Godtliebsen F., Mortensen K., Revhaug A., Lindsetmo R.-O., Augestad K.M., Jenssen R.",Support Vector Feature Selection for Early Detection of Anastomosis Leakage from Bag-of-Words in Electronic Health Records,2016,IEEE Journal of Biomedical and Health Informatics,20,5,6917207,1404,1415,,,10.1109/JBHI.2014.2361688,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986608457&doi=10.1109%2fJBHI.2014.2361688&partnerID=40&md5=a3f3ec7ee2ce452ab393834f6083e748,"University Hospital of Geneva, Geneve, Switzerland",46.193597,6.1490199,APPROXIMATE,"Jigme Dorji Wangchuck National Referral Hospital, Thimphu, Bhutan",,"Imagerie & DŽveloppement (ID), Geneva, Switzerland",,"La Tour RŽseau de Soins, Geneva, Switzerland",,"Department of Medical Imaging and Information Sciences, Division of Nuclear Medicine, Rue Gabrielle-Perret-Gentil 4, Geneve 14, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kroening A.L.H., Moore J.A., Welch T.R., Halterman J.S., Hyman S.L.",Developmental screening of refugees: A qualitative study,2016,Pediatrics,138,3,e20160234,,,,,10.1542/peds.2016-0234,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985905210&doi=10.1542%2fpeds.2016-0234&partnerID=40&md5=7a381aa2aab0df6010ee84cef1a077b9,"Department of Psychology, University of Portsmouth, United Kingdom",50.7951287,-1.0935686,APPROXIMATE,"Department of Psychology, Hallym University, Chuncheon, South Korea",,"Department of Psychology, Florida International University, Miami, FL, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7951287,-1.0935686
"Schreiter S., Winkler J., Bretz J., Schouler-Ocak M.",What do Interpreters Cost? - A Retrospective Analysis of the Costs for Interpreters in Treatment of Refugees in a Psychiatric Outpatient Clinic in Berlin [Was kosten uns Dolmetscher? - Eine retrospektive Analyse der Dolmetscherkosten in der Behandlung von FlŸchtlingen in einer Psychiatrischen Institutsambulanz in Berlin],2016,PPmP Psychotherapie Psychosomatik Medizinische Psychologie,66,9/10/17,,356,360,,1,10.1055/s-0042-115414,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991577809&doi=10.1055%2fs-0042-115414&partnerID=40&md5=cbeee9662cbea7977ded58e85e8fc993,"Institute for Professionalism and Ethical Practice, Boston Childrens Hospital, Boston, United States",42.3692212,-71.2494484,APPROXIMATE,"Department of Anesthesia, Harvard Medical School, Boston, United States",,"Department of Psychiatry, Newton-Wellesley Hospital/Tufts University School of Medicine, Newton, United States",,"Simmons College, 300 The Fenway, Boston, United States",,"FernUniversitŠt in Hagen, Institut fŸr Psychologie, Hagen, Germany",,"Department of Medicine, Beth Israel Deaconess Medical Center, Boston, United States",,"Department of Psychiatry, Harvard Medical School, Boston, United States",,,,,,,,,,,,,,,,,,,,,,42.337398,-71.105225
